"T","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6.3116e-09,1,1,0,1,0.46669,0.67,0.33,0.05
1.7825e-07,1,1,0,1,0.47376,0.665,0.335,0.05
3.779e-07,1,1,0,1,0.48083,0.66,0.34,0.05
2.7657e-07,1,1,0,1,0.4879,0.655,0.345,0.05
-1.0938e-07,1,1,0,1,0.49497,0.65,0.35,0.05
-1.654e-06,1,1,0,1,0.50205,0.645,0.355,0.05
-3.4542e-06,1,1,0,1,0.50912,0.64,0.36,0.05
-3.0763e-06,1,1,0,1,0.51619,0.635,0.365,0.05
-5.3246e-07,1,1,0,1,0.52326,0.63,0.37,0.05
1.1965e-05,1,1,0,1,0.53033,0.625,0.375,0.05
2.7558e-05,1,1,0,1,0.5374,0.62,0.38,0.05
3.4468e-05,1,1,0,1,0.54447,0.615,0.385,0.05
2.8734e-05,1,1,0,1,0.55154,0.61,0.39,0.05
-5.1686e-05,1,1,0,1,0.55861,0.605,0.395,0.05
-0.0001643,1,1,0,1,0.56569,0.6,0.4,0.05
-0.00030487,1,1,0,1,0.57276,0.595,0.405,0.05
-0.00040688,1,1,0,1,0.57983,0.59,0.41,0.05
-0.00011352,1,1,0,1,0.5869,0.585,0.415,0.05
0.00040893,1,1,0,1,0.59397,0.58,0.42,0.05
0.0016515,1,1,0,1,0.60104,0.575,0.425,0.05
0.0030392,1,1,0,1,0.60811,0.57,0.43,0.05
0.0036518,1,1,0,1,0.61518,0.565,0.435,0.05
0.0034391,1,1,0,1,0.62225,0.56,0.44,0.05
-0.00132,1,1,0,1,0.62933,0.555,0.445,0.05
-0.008153,1,1,0,1,0.6364,0.55,0.45,0.05
-0.020372,1,1,0,1,0.64347,0.545,0.455,0.05
-0.033396,1,1,0,1,0.65054,0.54,0.46,0.05
-0.040777,1,1,0,1,0.65761,0.535,0.465,0.05
-0.042797,1,1,0,1,0.66468,0.53,0.47,0.05
-0.016045,1,1,0,1,0.67175,0.525,0.475,0.05
0.024267,1,1,0,1,0.67882,0.52,0.48,0.05
0.1111,1,1,0,1,0.68589,0.515,0.485,0.05
0.21373,1,1,0,1,0.69296,0.51,0.49,0.05
0.3533,1,1,0,1,0.70004,0.505,0.495,0.05
0.5,1,1,0,1,0.70711,0.5,0.5,0.05
0.6467,1,1,0,1,0.71418,0.495,0.505,0.05
0.78627,1,1,0,1,0.72125,0.49,0.51,0.05
0.8889,1,1,0,1,0.72832,0.485,0.515,0.05
0.97573,1,1,0,1,0.73539,0.48,0.52,0.05
1.016,1,1,0,1,0.74246,0.475,0.525,0.05
1.0428,1,1,0,1,0.74953,0.47,0.53,0.05
1.0408,1,1,0,1,0.7566,0.465,0.535,0.05
1.0334,1,1,0,1,0.76368,0.46,0.54,0.05
1.0204,1,1,0,1,0.77075,0.455,0.545,0.05
1.0082,1,1,0,1,0.77782,0.45,0.55,0.05
1.0013,1,1,0,1,0.78489,0.445,0.555,0.05
0.99656,1,1,0,1,0.79196,0.44,0.56,0.05
0.99635,1,1,0,1,0.79903,0.435,0.565,0.05
0.99696,1,1,0,1,0.8061,0.43,0.57,0.05
0.99835,1,1,0,1,0.81317,0.425,0.575,0.05
0.99959,1,1,0,1,0.82024,0.42,0.58,0.05
1.0001,1,1,0,1,0.82731,0.415,0.585,0.05
1.0004,1,1,0,1,0.83439,0.41,0.59,0.05
1.0003,1,1,0,1,0.84146,0.405,0.595,0.05
1.0002,1,1,0,1,0.84853,0.4,0.6,0.05
1.0001,1,1,0,1,0.8556,0.395,0.605,0.05
0.99997,1,1,0,1,0.86267,0.39,0.61,0.05
0.99997,1,1,0,1,0.86974,0.385,0.615,0.05
0.99997,1,1,0,1,0.87681,0.38,0.62,0.05
0.99999,1,1,0,1,0.88388,0.375,0.625,0.05
1,1,1,0,1,0.89095,0.37,0.63,0.05
1,1,1,0,1,0.89803,0.365,0.635,0.05
1,1,1,0,1,0.9051,0.36,0.64,0.05
1,1,1,0,1,0.91217,0.355,0.645,0.05
1,1,1,0,1,0.91924,0.35,0.65,0.05
1,1,1,0,1,0.92631,0.345,0.655,0.05
1,1,1,0,1,0.93338,0.34,0.66,0.05
1,1,1,0,1,0.94045,0.335,0.665,0.05
1,1,1,0,1,0.94752,0.33,0.67,0.05
1,1,1,0,1,0.95459,0.325,0.675,0.05
1,1,1,0,1,0.96167,0.32,0.68,0.05
1,1,1,0,1,0.96874,0.315,0.685,0.05
1,1,1,0,1,0.97581,0.31,0.69,0.05
1,1,1,0,1,0.98288,0.305,0.695,0.05
1,1,1,0,1,0.98995,0.3,0.7,0.05
1,1,1,0,1,0.99702,0.295,0.705,0.05
1,1,1,0,1,1.0041,0.29,0.71,0.05
1,1,1,0,1,1.0112,0.285,0.715,0.05
1,1,1,0,1,1.0182,0.28,0.72,0.05
1,1,1,0,1,1.0253,0.275,0.725,0.05
1,1,1,0,1,1.0324,0.27,0.73,0.05
1,1,1,0,1,1.0394,0.265,0.735,0.05
1,1,1,0,1,1.0465,0.26,0.74,0.05
1,1,1,0,1,1.0536,0.255,0.745,0.05
1,1,1,0,1,1.0607,0.25,0.75,0.05
1,1,1,0,1,1.0677,0.245,0.755,0.05
1,1,1,0,1,1.0748,0.24,0.76,0.05
1,1,1,0,1,1.0819,0.235,0.765,0.05
1,1,1,0,1,1.0889,0.23,0.77,0.05
1,1,1,0,1,1.096,0.225,0.775,0.05
1,1,1,0,1,1.1031,0.22,0.78,0.05
1,1,1,0,1,1.1102,0.215,0.785,0.05
1,1,1,0,1,1.1172,0.21,0.79,0.05
1,1,1,0,1,1.1243,0.205,0.795,0.05
1,1,1,0,1,1.1314,0.2,0.8,0.05
1,1,1,0,1,1.1384,0.195,0.805,0.05
1,1,1,0,1,1.1455,0.19,0.81,0.05
1,1,1,0,1,1.1526,0.185,0.815,0.05
1,1,1,0,1,1.1597,0.18,0.82,0.05
1,1,1,0,1,1.1667,0.175,0.825,0.05
1,1,1,0,1,1.1738,0.17,0.83,0.05
1,1,1,0,1,1.1809,0.165,0.835,0.05
1,1,1,0,1,1.1879,0.16,0.84,0.05
1,1,1,0,1,1.195,0.155,0.845,0.05
1,1,1,0,1,1.2021,0.15,0.85,0.05
1,1,1,0,1,1.2092,0.145,0.855,0.05
1,1,1,0,1,1.2162,0.14,0.86,0.05
1,1,1,0,1,1.2233,0.135,0.865,0.05
1,1,1,0,1,1.2304,0.13,0.87,0.05
1,1,1,0,1,1.2374,0.125,0.875,0.05
1,1,1,0,1,1.2445,0.12,0.88,0.05
1,1,1,0,1,1.2516,0.115,0.885,0.05
1,1,1,0,1,1.2587,0.11,0.89,0.05
1,1,1,0,1,1.2657,0.105,0.895,0.05
1,1,1,0,1,1.2728,0.1,0.9,0.05
1,1,1,0,1,1.2799,0.095,0.905,0.05
1,1,1,0,1,1.2869,0.09,0.91,0.05
1,1,1,0,1,1.294,0.085,0.915,0.05
1,1,1,0,1,1.3011,0.08,0.92,0.05
1,1,1,0,1,1.3081,0.075,0.925,0.05
1,1,1,0,1,1.3152,0.07,0.93,0.05
1,1,1,0,1,1.3223,0.065,0.935,0.05
1,1,1,0,1,1.3294,0.06,0.94,0.05
1,1,1,0,1,1.3364,0.055,0.945,0.05
1,1,1,0,1,1.3435,0.05,0.95,0.05
1,1,1,0,1,1.3506,0.045,0.955,0.05
1,1,1,0,1,1.3576,0.04,0.96,0.05
1,1,1,0,1,1.3647,0.035,0.965,0.05
1,1,1,0,1,1.3718,0.03,0.97,0.05
1,1,1,0,1,1.3789,0.025,0.975,0.05
1,1,1,0,1,1.3859,0.02,0.98,0.05
1,1,1,0,1,1.393,0.015,0.985,0.05
1,1,1,0,1,1.4001,0.01,0.99,0.05
1,1,1,0,1,1.4071,0.005,0.995,0.05
1,1,1,0,1,1.4142,0,1,0.05
