arc_length,U:0,p,T
"8,87","164,71",18431,"335,91"
"8,88","95,315",14316,"309,89"
"8,89","41,854",11729,"291,68"
"8,9","14,323",10555,"282,92"
"8,91","4,1497",10153,"279,9"
"8,92","1,0943",10039,"279,05"
"8,93","0,27661",10010,"278,82"
"8,94","0,068956",10002,"278,76"
"8,95","0,017127",10001,"278,75"
"8,96","0,0042502",10000,"278,75"
"8,97","0,0010545",10000,"278,75"
"8,98","0,00026163",10000,"278,75"
"8,99","6,49E-05",10000,"278,75"
9,"1,61E-05",10000,"278,75"
"9,01","4,00E-06",10000,"278,75"
"9,02","9,91E-07",10000,"278,75"
"9,03","2,46E-07",10000,"278,75"
"9,04","6,10E-08",10000,"278,75"
"9,05","1,51E-08",10000,"278,75"
"9,06","3,76E-09",10000,"278,75"
"9,07","9,32E-10",10000,"278,75"
"9,08","2,32E-10",10000,"278,75"
"9,09","5,80E-11",10000,"278,75"
"9,1","1,50E-11",10000,"278,75"
"9,11","4,19E-12",10000,"278,75"
"9,12","1,57E-12",10000,"278,75"
"9,13","1,09E-12",10000,"278,75"
"9,14","1,04E-12",10000,"278,75"
"9,15","9,70E-13",10000,"278,75"
"9,16","8,61E-13",10000,"278,75"
"9,17","8,39E-13",10000,"278,75"
"9,18","7,22E-13",10000,"278,75"
"9,19","7,29E-13",10000,"278,75"
"9,2","6,86E-13",10000,"278,75"
"9,21","6,05E-13",10000,"278,75"
"9,22","5,54E-13",10000,"278,75"
"9,23","4,52E-13",10000,"278,75"
"9,24","4,96E-13",10000,"278,75"
"9,25","3,57E-13",10000,"278,75"
"9,26","3,50E-13",10000,"278,75"
"9,27","3,72E-13",10000,"278,75"
"9,28","3,14E-13",10000,"278,75"
"9,29","2,84E-13",10000,"278,75"
"9,3","3,21E-13",10000,"278,75"
"9,31","5,25E-13",10000,"278,75"
"9,32","5,69E-13",10000,"278,75"
"9,33","7,07E-13",10000,"278,75"
"9,34","5,32E-13",10000,"278,75"
"9,35","3,43E-13",10000,"278,75"
"9,36","1,75E-13",10000,"278,75"
"9,37","1,31E-13",10000,"278,75"
"9,38","2,63E-13",10000,"278,75"
"9,39","1,82E-13",10000,"278,75"
"9,4","1,53E-13",10000,"278,75"
"9,41","1,24E-13",10000,"278,75"
"9,42","1,39E-13",10000,"278,75"
"9,43","2,12E-13",10000,"278,75"
"9,44","2,77E-13",10000,"278,75"
"9,45","2,41E-13",10000,"278,75"
"9,46","2,33E-13",10000,"278,75"
"9,47","2,26E-13",10000,"278,75"
"9,48","2,12E-13",10000,"278,75"
"9,49","2,19E-13",10000,"278,75"
"9,5","2,55E-13",10000,"278,75"
"9,51","1,60E-13",10000,"278,75"
"9,52","8,02E-14",10000,"278,75"
"9,53","1,46E-14",10000,"278,75"
"9,54",0,10000,"278,75"
"9,55","-8,02E-14",10000,"278,75"
"9,56","2,19E-14",10000,"278,75"
"9,57","1,31E-13",10000,"278,75"
"9,58","7,29E-14",10000,"278,75"
"9,59","1,31E-13",10000,"278,75"
"9,6","1,24E-13",10000,"278,75"
"9,61","2,92E-14",10000,"278,75"
"9,62",0,10000,"278,75"
"9,63","8,02E-14",10000,"278,75"
"9,64","2,33E-13",10000,"278,75"
"9,65","3,87E-13",10000,"278,75"
"9,66","3,21E-13",10000,"278,75"
"9,67","3,06E-13",10000,"278,75"
"9,68","4,16E-13",10000,"278,75"
"9,69","5,98E-13",10000,"278,75"
"9,7","5,76E-13",10000,"278,75"
"9,71","5,83E-13",10000,"278,75"
"9,72","5,83E-13",10000,"278,75"
"9,73","3,50E-13",10000,"278,75"
"9,74","3,14E-13",10000,"278,75"
"9,75","2,84E-13",10000,"278,75"
"9,76","1,68E-13",10000,"278,75"
"9,77","1,17E-13",10000,"278,75"
"9,78","1,75E-13",10000,"278,75"
"9,79","2,48E-13",10000,"278,75"
"9,8","2,63E-13",10000,"278,75"
"9,81","2,84E-13",10000,"278,75"
"9,82","2,04E-13",10000,"278,75"
"9,83","1,90E-13",10000,"278,75"
"9,84","2,33E-13",10000,"278,75"
"9,85","1,24E-13",10000,"278,75"
"9,86","9,48E-14",10000,"278,75"
"9,87","1,75E-13",10000,"278,75"
"9,88","1,97E-13",10000,"278,75"
"9,89","2,41E-13",10000,"278,75"
"9,9","3,94E-13",10000,"278,75"
"9,91","4,89E-13",10000,"278,75"
"9,92","4,60E-13",10000,"278,75"
"9,93","4,23E-13",10000,"278,75"
"9,94","3,65E-13",10000,"278,75"
"9,95","1,90E-13",10000,"278,75"
"9,96","7,29E-14",10000,"278,75"
"9,97","2,19E-14",10000,"278,75"
"9,98","-8,02E-14",10000,"278,75"
"9,99","-5,11E-14",10000,"278,75"
10,"-1,46E-14",10000,"278,75"
