# Region      : all 
# Cells       : 7700
# Volume      : 4.962599e-03
# Time        	volIntegrate(alpha.water)
0.780816      	6.055932e-04
0.781381      	6.055932e-04
0.781962      	6.055932e-04
0.782564      	6.055932e-04
0.783186      	6.055932e-04
0.783809      	6.055932e-04
0.784457      	6.055932e-04
0.785104      	6.055932e-04
0.785752      	6.055932e-04
0.7864        	6.055932e-04
0.787047      	6.055932e-04
0.787695      	6.055932e-04
0.78831       	6.055932e-04
0.788895      	6.055932e-04
0.789423      	6.055932e-04
0.789927      	6.055932e-04
0.790407      	6.055932e-04
0.790886      	6.055932e-04
0.791366      	6.055932e-04
0.791821      	6.055932e-04
0.792275      	6.055932e-04
0.792729      	6.055931e-04
0.793184      	6.055931e-04
0.793638      	6.055931e-04
0.794093      	6.055931e-04
0.794547      	6.055931e-04
0.795001      	6.055931e-04
0.795456      	6.055931e-04
0.79591       	6.055930e-04
0.796319      	6.055930e-04
0.796728      	6.055930e-04
0.797092      	6.055930e-04
0.797455      	6.055930e-04
0.797819      	6.055930e-04
0.798182      	6.055930e-04
0.798546      	6.055930e-04
0.798909      	6.055930e-04
0.799273      	6.055930e-04
0.799636      	6.055930e-04
0.8           	6.055930e-04
0.80041       	6.055930e-04
0.800869      	6.055930e-04
0.801381      	6.055930e-04
0.801953      	6.055930e-04
0.802585      	6.055930e-04
0.803226      	6.055930e-04
0.803894      	6.055930e-04
0.804572      	6.055930e-04
0.805271      	6.055930e-04
0.80597       	6.055930e-04
0.806692      	6.055930e-04
0.807426      	6.055930e-04
0.80816       	6.055929e-04
0.808907      	6.055929e-04
0.809668      	6.055929e-04
0.810429      	6.055929e-04
0.811205      	6.055929e-04
0.811996      	6.055929e-04
0.812788      	6.055929e-04
0.813597      	6.055929e-04
0.814406      	6.055929e-04
0.815197      	6.055928e-04
0.815988      	6.055928e-04
0.816761      	6.055928e-04
0.817534      	6.055928e-04
0.818307      	6.055928e-04
0.81908       	6.055928e-04
0.819853      	6.055928e-04
0.820626      	6.055928e-04
0.821399      	6.055928e-04
0.822193      	6.055928e-04
0.822988      	6.055927e-04
0.823782      	6.055927e-04
0.824602      	6.055927e-04
0.825421      	6.055927e-04
0.826269      	6.055927e-04
0.827148      	6.055927e-04
0.828026      	6.055927e-04
0.828942      	6.055927e-04
0.829858      	6.055927e-04
0.830817      	6.055927e-04
0.831776      	6.055927e-04
0.832788      	6.055927e-04
0.833745      	6.055927e-04
0.834648      	6.055927e-04
0.835501      	6.055927e-04
0.836353      	6.055927e-04
0.837156      	6.055927e-04
0.837959      	6.055927e-04
0.838762      	6.055927e-04
0.839626      	6.055927e-04
0.840491      	6.055927e-04
0.841442      	6.055927e-04
0.842393      	6.055927e-04
0.843343      	6.055927e-04
0.844294      	6.055927e-04
0.845245      	6.055927e-04
0.846196      	6.055927e-04
0.847147      	6.055927e-04
0.848098      	6.055927e-04
0.849049      	6.055927e-04
0.85          	6.055927e-04
0.851042      	6.055927e-04
0.85213       	6.055927e-04
0.853193      	6.055927e-04
0.854282      	6.055926e-04
0.855345      	6.055926e-04
0.856408      	6.055926e-04
0.857498      	6.055926e-04
0.858561      	6.055926e-04
0.859651      	6.055926e-04
0.860713      	6.055926e-04
0.861804      	6.055926e-04
0.862896      	6.055926e-04
0.863987      	6.055926e-04
0.865078      	6.055926e-04
0.86617       	6.055926e-04
0.867261      	6.055926e-04
0.868352      	6.055926e-04
0.869482      	6.055926e-04
0.870613      	6.055926e-04
0.871743      	6.055926e-04
0.87292       	6.055926e-04
0.874098      	6.055926e-04
0.875275      	6.055926e-04
0.876452      	6.055926e-04
0.87763       	6.055926e-04
0.878873      	6.055926e-04
0.880115      	6.055926e-04
0.881358      	6.055926e-04
0.882601      	6.055926e-04
0.883939      	6.055926e-04
0.885278      	6.055926e-04
0.886616      	6.055926e-04
0.887955      	6.055926e-04
0.889293      	6.055925e-04
0.890631      	6.055925e-04
